UID,Rk,Player,playerid,Age,Tm,Lg,Season,G_Totals,GS_Totals,MP_Totals,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,draftyr,draftrd,draftpk,SeasonN,DraftTeam,playedForDrafter,YrFirstSeason,DraftEra,Seasonstartyr,Seasonendyr,Salary,Source
simmobo012004-05,4370,Bobby Simmons,simmobo01,24,LAC,NBA,2004-05,75,74,2799,16.1,0.113,0.268,5.7,13.2,9.6,13.1,2,0.4,10.6,21,110,107,4.2,2.6,6.8,0.117,1.6,0.1,1.7,2.6,2001,2,42,4,SEA,No,2001,HSEra,2004,2005,825000.00, bballref 
simmobo012005-06,4621,Bobby Simmons,simmobo01,25,MIL,NBA,2005-06,75,74,2538,13.8,0.309,0.248,4.2,11.5,7.8,11.2,1.8,0.7,12.1,18.3,110,108,3.3,2,5.3,0.101,1.2,0.2,1.4,2.1,2001,2,42,5,SEA,No,2001,HSEra,2005,2006,8000000.00, bballref 
simmoce012006-07,2822,Cedric Simmons,simmoce01,21,NOK,NBA,2006-07,43,4,534,8,0,0.25,9.3,13.9,11.6,3.5,0.8,3.4,13.1,14.4,92,107,-0.3,0.5,0.3,0.025,-4.8,0.6,-4.2,-0.3,2006,1,15,1,NOK,Yes,2006,1&DoneEra,2006,2007,1515480.00, bballref 
simmoce012007-08,3074,Cedric Simmons,simmoce01,22,TOT,NBA,2007-08,14,0,87,0,0,0.714,7.6,16.2,11.8,0,1.2,4.5,24.6,12.6,47,105,-0.4,0.1,-0.2,-0.134,-12.4,-0.3,-12.6,-0.2,2006,1,15,2,NOK,?,2006,1&DoneEra,2007,2008,1629120.00, bballref 
simmoce012008-09,3345,Cedric Simmons,simmoce01,23,TOT,NBA,2008-09,18,0,84,10.8,0,0.64,6.9,15.1,11,3.9,0.6,3.5,5.9,18.1,97,111,0,0.1,0,0.022,-5.5,-2.1,-7.6,-0.1,2006,1,15,3,NOK,?,2006,1&DoneEra,2008,2009,1742760.00, bballref 
simonmi011998-99,5297,Miles Simon,simonmi01,23,ORL,NBA,1998-99,5,0,19,-7.2,0.4,0,6,6.2,6.1,0,2.8,0,37.5,19.1,33,100,-0.1,0,-0.1,-0.289,-13.9,-1.6,-15.5,-0.1,1998,2,42,1,ORL,Yes,1998,HSEra,1998,1999,287500.00, bballref 
simonmi011999-00,,Miles Simon,simonmi01,,ORL,NBA,1999-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,2,42,,ORL,Yes,,HSEra,1999,2000,385000.00, bballref 
simpkdi011995-96,5536,Dickey Simpkins,simpkdi01,23,CHI,NBA,1995-96,60,12,685,10.4,0.006,0.606,11.2,15.3,13.3,7.7,0.7,0.9,21.6,16.7,102,104,0.2,1,1.2,0.084,-3,-0.1,-3.1,-0.2,1994,1,21,2,CHI,Yes,1994,HSEra,1995,1996,845000.00, bballref 
simpkdi011996-97,5789,Dickey Simpkins,simpkdi01,24,CHI,NBA,1996-97,48,0,395,6.5,0.043,0.43,10.5,15.8,13.2,10.4,0.7,1,24,16.4,87,105,-0.5,0.5,0.1,0.006,-5.6,0.1,-5.5,-0.3,1994,1,21,3,CHI,Yes,1994,HSEra,1996,1997,1040000.00, bballref 
simpkdi011997-98,6042,Dickey Simpkins,simpkdi01,25,TOT,NBA,1997-98,40,0,433,10.6,0.022,0.787,6.7,13,9.8,12,1.1,0.8,21.1,15.5,100,105,0.1,0.5,0.6,0.068,-3,-0.1,-3.1,-0.1,1994,1,21,4,CHI,?,1994,HSEra,1997,1998,1235000.00, bballref 
simpkdi011998-99,6283,Dickey Simpkins,simpkdi01,26,CHI,NBA,1998-99,50,35,1448,13.4,0.003,0.747,8.6,19.6,13.8,8.4,1.4,0.7,14.3,16.3,104,103,1.5,1.3,2.9,0.095,-2.1,0.2,-2,0,1994,1,21,5,CHI,Yes,1994,HSEra,1998,1999,1367500.00, imputed - average of prior and following years 
singlch012011-12,1581,Chris Singleton,singlch01,22,WAS,NBA,2011-12,66,51,1431,8.3,0.407,0.141,3.4,15.1,9.2,5,2.5,1.6,10.3,11.5,97,105,0.1,1.5,1.5,0.052,-2.2,1.2,-1,0.4,2011,1,18,1,WAS,Yes,2011,1&DoneEra,2011,2012,1485000.00, bballref 
singlch012012-13,1845,Chris Singleton,singlch01,23,WAS,NBA,2012-13,57,11,924,7.8,0.149,0.29,6.1,16.1,11,6.3,2.1,2.1,14.2,15.7,87,101,-1,1.5,0.5,0.028,-5.2,1.9,-3.3,-0.3,2011,1,18,2,WAS,Yes,2011,1&DoneEra,2012,2013,1596360.00, bballref 
singlch012013-14,2105,Chris Singleton,singlch01,24,WAS,NBA,2013-14,25,0,250,8.8,0.284,0.373,8.2,17.5,12.8,3.5,1.9,1,17.9,17.2,92,104,-0.2,0.3,0.2,0.033,-4.8,-0.9,-5.6,-0.2,2011,1,18,3,WAS,Yes,2011,1&DoneEra,2013,2014,1618680.00, bballref 
singlky012012-13,774,Kyle Singler,singlky01,24,DET,NBA,2012-13,82,74,2293,10,0.312,0.193,5.4,11.3,8.3,5.3,1.3,1.3,12.3,15.8,102,110,1.1,1.2,2.3,0.048,-1.2,-0.7,-1.9,0.1,2011,2,33,1,DET,Yes,2012,1&DoneEra,2012,2013,1000000.00, bballref 
singlky012013-14,1036,Kyle Singler,singlky01,25,DET,NBA,2013-14,82,36,2337,11.8,0.409,0.306,5.2,9.2,7.1,4.7,1.3,1.3,10.4,14,117,113,3.6,0.7,4.4,0.09,0.7,-0.8,-0.1,1.1,2011,2,33,2,DET,Yes,2012,1&DoneEra,2013,2014,1045000.00, bballref 
singlky012014-15,1309,Kyle Singler,singlky01,26,TOT,NBA,2014-15,80,58,1743,8.5,0.54,0.117,2,10.2,6,7.3,1.4,1,10.5,13.2,104,109,0.9,1.2,2,0.056,-1.3,-0.3,-1.6,0.2,2011,2,33,3,DET,?,2012,1&DoneEra,2014,2015,1090000.00, bballref 
singlky012015-16,1580,Kyle Singler,singlky01,27,OKC,NBA,2015-16,68,2,977,6.6,0.439,0.199,5.9,9.6,7.9,3.2,1.5,0.7,11.7,11.9,102,108,0.3,0.8,1.1,0.054,-1.7,-0.8,-2.5,-0.1,2011,2,33,4,DET,No,2012,1&DoneEra,2015,2016,5000000.00, bballref 
singlky012016-17,1844,Kyle Singler,singlky01,28,OKC,NBA,2016-17,32,2,385,5.9,0.446,0.205,2.3,11.5,6.9,3.2,0.9,1,10.8,11.2,99,111,0,0.3,0.3,0.034,-4.6,-1.3,-5.9,-0.4,2011,2,33,5,DET,No,2012,1&DoneEra,2016,2017,4837500.00, bballref 
singlse012008-09,2824,Sean Singletary,singlse01,23,TOT,NBA,2008-09,37,2,303,6.7,0.294,0.247,4.1,9.8,7,14.4,1.9,0,19.6,17.8,93,110,-0.2,0.2,0,0.006,-3.6,-1.3,-4.9,-0.2,2008,2,42,1,SAC,?,2008,1&DoneEra,2008,2009,442114.00, bballref 
sivape012013-14,1582,Peyton Siva,sivape01,23,DET,NBA,2013-14,24,0,224,5.7,0.439,0.263,0.9,6.2,3.4,21,2,0.4,22.1,15.6,88,112,-0.2,0.1,-0.2,-0.032,-4.4,-2.8,-7.3,-0.3,2013,2,56,1,DET,Yes,2013,1&DoneEra,2013,2014,100000.00, late 2nd rd assumption: 100k 
sivape012014-15,,Peyton Siva,sivape01,,ORL,NBA,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2,56,,DET,No,,1&DoneEra,2014,2015,100000.00, bballref 
skinnbr011998-99,4371,Brian Skinner,skinnbr01,22,LAC,NBA,1998-99,21,0,258,13.2,0,0.465,8.7,16,12.1,0.7,2.1,3.8,18.2,18.4,93,107,0,0.1,0.1,0.012,-4.5,-1.8,-6.3,-0.3,1998,1,22,1,LAC,Yes,1998,HSEra,1998,1999,653500.00, bballref 
skinnbr011999-00,4622,Brian Skinner,skinnbr01,23,LAC,NBA,1999-00,33,9,775,11.9,0,0.485,8.8,20.5,14.5,2.2,1.1,3.9,18.5,11.4,104,108,0.5,0.5,0.9,0.057,-3.8,0.3,-3.5,-0.3,1998,1,22,2,LAC,Yes,1998,HSEra,1999,2000,843000.00, bballref 
skinnbr012000-01,4850,Brian Skinner,skinnbr01,24,LAC,NBA,2000-01,39,23,584,10.4,0,0.366,11.1,21.5,16.5,5,1.3,1.3,14.6,17.3,90,103,-0.3,0.6,0.3,0.028,-4.3,-0.5,-4.8,-0.4,1998,1,22,3,LAC,Yes,1998,HSEra,2000,2001,901800.00, bballref 
skinnbr012001-02,5068,Brian Skinner,skinnbr01,25,CLE,NBA,2001-02,65,8,1107,11.3,0,0.488,10,19.8,14.9,2.3,1.2,4,17.6,9.9,110,106,1,1,1.9,0.084,-2.8,0.8,-1.9,0,1998,1,22,4,LAC,No,1998,HSEra,2001,2002,1483461.00, bballref 
skinnbr012002-03,5300,Brian Skinner,skinnbr01,26,PHI,NBA,2002-03,77,9,1381,15.4,0,0.486,11.4,19.9,15.6,2.2,1.8,3,13.4,15.1,112,101,2.2,2,4.1,0.144,-1.4,0.1,-1.3,0.3,1998,1,22,5,LAC,No,1998,HSEra,2002,2003,637435.00, bballref 
slayta012002-03,3879,Tamar Slay,slayta01,22,NJN,NBA,2002-03,36,0,274,7.1,0.243,0.097,3.3,9.6,6.5,8.6,2.7,0.8,15.7,21,81,99,-0.5,0.5,0,-0.004,-5.2,-0.4,-5.6,-0.3,2002,2,54,1,NJN,Yes,2002,HSEra,2002,2003,349458.00, bballref 
slayta012003-04,4132,Tamar Slay,slayta01,23,NJN,NBA,2003-04,22,0,165,7.8,0.2,0.233,7.2,10.7,8.9,14.5,2.3,0.5,14.3,21.9,83,99,-0.3,0.2,0,-0.004,-4.6,-0.8,-5.4,-0.1,2002,2,54,2,NJN,Yes,2002,HSEra,2003,2004,563679.00, bballref 
slayta012004-05,4372,Tamar Slay,slayta01,24,CHA,NBA,2004-05,8,0,78,1.5,0.308,0.051,8.3,12.4,10.2,6.7,3.3,0,16.7,27.2,69,106,-0.4,0.1,-0.3,-0.166,-6.7,-2,-8.8,-0.1,2002,2,54,3,NJN,No,2002,HSEra,2004,2005,695046.00, bballref 
slokaur012006-07,3347,Uros Slokar,slokaur01,23,TOR,NBA,2006-07,20,0,72,13.9,0.077,0.5,11.3,11.5,11.4,2.4,0.7,2.2,22.1,26.2,98,108,0,0.1,0.1,0.042,-3.9,-3.1,-7,-0.1,2005,2,58,1,TOR,Yes,2006,HSEra,2006,2007,412718.00, bballref 
smartma012014-15,490,Marcus Smart,smartma01,20,BOS,NBA,2014-15,67,38,1808,11,0.57,0.266,3.6,9.9,6.7,16.3,2.7,0.8,14.4,15.1,101,104,0.7,2.2,2.9,0.077,-0.1,1.3,1.1,1.4,2014,1,6,1,BOS,Yes,2014,1&DoneEra,2014,2015,3283320.00, bballref 
smartma012015-16,775,Marcus Smart,smartma01,21,BOS,NBA,2015-16,61,10,1667,11.3,0.456,0.314,4.8,11.6,8.1,15.8,2.7,0.8,11.7,17.4,101,103,0.5,2.4,2.9,0.083,-0.6,1.3,0.7,1.1,2014,1,6,2,BOS,Yes,2014,1&DoneEra,2015,2016,3431040.00, bballref 
smartma012016-17,1038,Marcus Smart,smartma01,22,BOS,NBA,2016-17,79,24,2399,12,0.443,0.334,3.7,10.4,7.1,22,2.6,1.2,15.6,18.8,102,108,0.5,2.7,3.2,0.064,-1.1,0.9,-0.3,1,2014,1,6,3,BOS,Yes,2014,1&DoneEra,2016,2017,3578880.00, bballref 
smartma012017-18,1311,Marcus Smart,smartma01,23,BOS,NBA,2017-18,54,11,1614,10.8,0.483,0.258,3,9.8,6.4,23.7,2.2,1.2,18.4,19.4,97,104,-0.6,2.5,1.9,0.056,-1.6,1.1,-0.5,0.6,2014,1,6,4,BOS,Yes,2014,1&DoneEra,2017,2018,4538020.00, bballref 
smithch041997-98,3608,Charles Smith,smithch04,22,TOT,NBA,1997-98,34,0,292,9.8,0.376,0.088,5.2,5.5,5.3,12.6,2.2,1.4,17.2,24,87,112,-0.4,0,-0.3,-0.057,-2.8,-3.1,-5.9,-0.3,1997,1,26,1,MIA,?,1997,HSEra,1997,1998,619200.00, bballref 
smithch041998-99,4373,Charles Smith,smithch04,23,LAC,NBA,1998-99,23,10,317,7.1,0.34,0.165,2.5,6.7,4.5,6.9,2.9,3.3,16.1,17.8,79,109,-0.5,0.1,-0.5,-0.069,-3.9,-0.3,-4.2,-0.2,1997,1,26,2,MIA,No,1997,HSEra,1998,1999,677080.00, bballref 
smithch041999-00,,Charles Smith,smithch04,,LAC,NBA,1999-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,1,26,,MIA,No,,HSEra,1999,2000,779960.00, bballref 
smithch042001-02,4623,Charles Smith,smithch04,26,SAS,NBA,2001-02,60,22,1141,13.2,0.306,0.152,3.5,9.7,6.7,12.2,2.4,2.7,11.4,21,97,99,0.1,1.9,2,0.085,-1,1.3,0.3,0.7,1997,1,26,3,MIA,No,1997,HSEra,2001,2002,540850.00, bballref 
smithch042002-03,5302,Charles Smith,smithch04,27,POR,NBA,2002-03,3,0,13,5.9,0.25,1,0,0,0,11.4,4.1,0,14.8,24,89,103,0,0,0,0.007,-5.6,-4.4,-10,0,1997,1,26,4,MIA,No,1997,HSEra,2002,2003,637435.00, bballref 
smithch042005-06,5538,Charles Smith,smithch04,30,TOT,NBA,2005-06,22,4,210,12,0.528,0.111,1.7,7.6,4.6,7.6,1.3,2.2,5,17.9,109,114,0.2,0,0.3,0.06,0.3,-2.9,-2.6,0,1997,1,26,5,MIA,?,1997,HSEra,2005,2006,771123.00, bballref 
smithcr012006-07,2353,Craig Smith,smithcr01,23,MIN,NBA,2006-07,82,5,1537,15.7,0.013,0.402,11.9,20.3,16.2,5.4,1.8,0.9,12,18.7,110,106,2.1,1.7,3.9,0.121,-1,-0.6,-1.7,0.1,2006,2,36,1,MIN,Yes,2006,1&DoneEra,2006,2007,412718.00, bballref 
smithcr012007-08,2590,Craig Smith,smithcr01,24,MIN,NBA,2007-08,77,11,1547,16.7,0.017,0.379,8.9,17.8,13.2,6.6,1.2,0.9,12.6,20.6,113,111,2.7,0.9,3.5,0.109,-0.2,-1.6,-1.8,0.1,2006,2,36,2,MIN,Yes,2006,1&DoneEra,2007,2008,687456.00, bballref 
smithcr012008-09,2826,Craig Smith,smithcr01,25,MIN,NBA,2008-09,74,31,1460,16.9,0.002,0.482,7.6,15.5,11.4,9.7,1.1,1,14.4,22.5,112,112,2.3,0.8,3.1,0.104,-0.1,-1.2,-1.3,0.3,2006,2,36,3,MIN,Yes,2006,1&DoneEra,2008,2009,2500000.00, bballref 
smithcr012009-10,3076,Craig Smith,smithcr01,26,LAC,NBA,2009-10,75,2,1232,16.9,0.013,0.524,9.1,18,13.5,11.8,1.4,1.5,15.3,21.2,112,109,2,1,3,0.117,-0.2,-0.3,-0.5,0.5,2006,2,36,4,MIN,No,2006,1&DoneEra,2009,2010,2500000.00, bballref 
smithcr012010-11,3348,Craig Smith,smithcr01,27,LAC,NBA,2010-11,48,0,586,15.4,0.027,0.362,8.7,14.7,11.7,9.1,1.4,0.9,13.2,19.1,114,109,1,0.4,1.5,0.12,-0.6,-1.1,-1.7,0,2006,2,36,5,MIN,No,2006,1&DoneEra,2010,2011,2300000.00, bballref 
smithde032017-18,491,Dennis Smith,smithde03,20,DAL,NBA,2017-18,69,69,2049,12.8,0.331,0.188,2.6,11.8,7,29.5,1.7,0.8,15,28.9,93,110,-2.4,1.7,-0.7,-0.017,-1.5,-0.7,-2.3,-0.1,2017,1,9,1,DAL,Yes,2017,1&DoneEra,2017,2018,3218280.00, bballref 
smithdo031995-96,7025,Doug Smith,smithdo03,26,BOS,NBA,1995-96,17,2,92,4.2,0,0.205,14.3,12.5,13.4,6.8,1.6,0,20.6,25,78,111,-0.3,0.1,-0.2,-0.123,-7.6,-2.7,-10.3,-0.2,1991,1,6,5,DAL,No,1991,HSEra,1995,1996,450000.00, bballref 
smithdo042004-05,3609,Donta Smith,smithdo04,21,ATL,NBA,2004-05,38,0,433,10.6,0.195,0.425,4.9,9.3,7,14.1,2.8,0.9,15.7,16.5,98,110,0,0.2,0.2,0.026,-2.6,-1,-3.5,-0.2,2004,2,34,1,ATL,Yes,2004,HSEra,2004,2005,425000.00, bballref 
smithdo042005-06,3880,Donta Smith,smithdo04,22,ATL,NBA,2005-06,23,0,127,12.7,0.148,0.444,2.8,10.7,6.6,11.4,3.3,0,11,13,118,110,0.2,0.1,0.3,0.104,-0.7,-1.2,-1.9,0,2004,2,34,2,ATL,Yes,2004,HSEra,2005,2006,641748.00, bballref 
smithja012000-01,3882,Jabari Smith,smithja01,23,SAC,NBA,2000-01,9,0,66,14.7,0,0.273,1.7,11.1,6.5,14.8,3.1,0,10.9,18.5,105,100,0.1,0.1,0.2,0.126,-1.9,-0.2,-2.1,0,2000,2,45,1,SAC,Yes,2000,HSEra,2000,2001,316969.00, bballref 
smithja012001-02,4133,Jabari Smith,smithja01,24,TOT,NBA,2001-02,23,0,181,13.1,0.048,0.508,5,11.9,8.5,9.7,1.7,2.3,6.1,20.4,104,101,0.2,0.3,0.5,0.121,-2.5,-0.3,-2.8,0,2000,2,45,2,SAC,?,2000,HSEra,2001,2002,465850.00, bballref 
smithja012003-04,4624,Jabari Smith,smithja01,26,SAC,NBA,2003-04,31,0,168,9.2,0.043,0.286,7.6,13.2,10.5,10.4,0.6,2.5,8.2,23.1,90,107,-0.1,0.1,0,-0.005,-5.1,-2.5,-7.6,-0.2,2000,2,45,3,SAC,Yes,2000,HSEra,2003,2004,638679.00, bballref 
smithja012004-05,4851,Jabari Smith,smithja01,27,NJN,NBA,2004-05,45,2,648,8.4,0.014,0.372,5.3,15.4,10.3,9.8,2.1,1.8,18.5,15.3,92,102,-0.3,1,0.7,0.05,-5.2,1.6,-3.6,-0.3,2000,2,45,4,SAC,No,2000,HSEra,2004,2005,720046.00, bballref 
smithja022007-08,1849,Jason Smith,smithja02,21,PHI,NBA,2007-08,76,1,1107,10.7,0.045,0.265,8.2,16.6,12.3,2.8,1.1,3.6,12.2,16.1,101,106,0.2,1.4,1.5,0.067,-4,0.2,-3.8,-0.5,2007,1,20,1,MIA,No,2007,1&DoneEra,2007,2008,1233840.00, bballref 
smithja022008-09,,Jason Smith,smithja02,,PHI,NBA,2008-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1,20,,MIA,No,,1&DoneEra,2008,2009,1326360.00, bballref 
smithja022009-10,2110,Jason Smith,smithja02,23,PHI,NBA,2009-10,56,2,658,10.6,0.167,0.241,9.5,14.7,12.1,7.5,1.7,3.4,15.4,15.8,101,109,0.1,0.6,0.7,0.048,-2.7,0.4,-2.3,0,2007,1,20,2,MIA,No,2007,1&DoneEra,2009,2010,1418880.00, bballref 
smithja022010-11,2355,Jason Smith,smithja02,24,NOH,NBA,2010-11,77,6,1102,10.8,0.007,0.228,9.8,16.9,13.3,5.3,1.3,2.4,13.6,16.9,100,105,0.2,1.4,1.6,0.07,-3.6,0.9,-2.7,-0.2,2007,1,20,3,MIA,No,2007,1&DoneEra,2010,2011,2187913.00, bballref 
smithja022011-12,2591,Jason Smith,smithja02,25,NOH,NBA,2011-12,40,29,947,16.6,0.026,0.135,9.2,15.3,12.3,6.8,1.2,3.6,9.8,20.4,107,105,1.2,1,2.2,0.11,-0.6,0.5,-0.1,0.5,2007,1,20,4,MIA,No,2007,1&DoneEra,2011,2012,2500000.00, bballref 
smithja022012-13,3078,Jason Smith,smithja02,26,NOH,NBA,2012-13,51,0,876,16.8,0.012,0.299,8.6,16.9,12.7,7,0.9,4.3,12.5,23.4,107,109,1.1,0.6,1.7,0.095,-1.5,-0.6,-2.1,0,2007,1,20,5,MIA,No,2007,1&DoneEra,2012,2013,2500000.00, bballref 
smithjo021995-96,5069,Joe Smith,smithjo02,20,GSW,NBA,1995-96,82,82,2821,17.2,0.027,0.383,12.1,17.2,14.6,4.6,1.5,3.4,10.3,20.6,111,108,4.1,2.7,6.8,0.116,-0.5,0.3,-0.2,1.3,1995,1,1,1,GSW,Yes,1995,HSEra,1995,1996,2473000.00, bballref 
smithjo021996-97,5303,Joe Smith,smithjo02,21,GSW,NBA,1996-97,80,80,3086,16,0.036,0.292,10,16.1,13.1,7.2,1.3,2.1,11.6,23.8,105,112,3.1,1.3,4.4,0.068,-0.9,-1,-1.9,0.1,1995,1,1,2,GSW,Yes,1995,HSEra,1996,1997,2794000.00, bballref 
smithjo021997-98,5539,Joe Smith,smithjo02,22,TOT,NBA,1997-98,79,55,2344,14.4,0.007,0.274,9.1,12.9,11,7.7,1.4,1.5,11.6,25.4,98,107,0.6,2,2.6,0.052,-1.7,-1.1,-2.7,-0.4,1995,1,1,3,GSW,?,1995,HSEra,1997,1998,3165160.00, bballref 
smithjo021998-99,5791,Joe Smith,smithjo02,23,MIN,NBA,1998-99,43,42,1418,16.6,0.006,0.36,11.3,17.1,14,7.9,1.2,3.5,9.8,20.8,105,101,2,1.7,3.7,0.126,-0.4,1,0.6,0.9,1995,1,1,4,GSW,No,1995,HSEra,1998,1999,1750000.00, bballref 
smithjo021999-00,6046,Joe Smith,smithjo02,24,MIN,NBA,1999-00,78,9,1975,14.4,0.002,0.414,10.8,17.7,14.3,6.7,1.2,3.1,13.9,19.5,105,102,2.2,2.5,4.7,0.114,-1.3,0.6,-0.7,0.7,1995,1,1,5,GSW,No,1995,HSEra,1999,2000,2100000.00, bballref 
smithjo032004-05,2828,Josh Smith,smithjo03,19,ATL,NBA,2004-05,74,59,2050,15.4,0.038,0.394,7.9,18.6,13,10.2,1.5,5.4,16,18.4,100,107,0.6,1.8,2.4,0.055,-2.4,2,-0.4,0.8,2004,1,17,1,ATL,Yes,2004,HSEra,2004,2005,1270080.00, bballref 
smithjo032005-06,3079,Josh Smith,smithjo03,20,ATL,NBA,2005-06,80,73,2559,15.5,0.142,0.377,8,17.2,12.5,12.2,1.3,6.2,15.2,18.9,103,108,1.5,2.1,3.6,0.067,-1.3,2.3,1,1.9,2004,1,17,2,ATL,Yes,2004,HSEra,2005,2006,1365360.00, bballref 
smithjo032006-07,3350,Josh Smith,smithjo03,21,ATL,NBA,2006-07,72,72,2647,18.3,0.153,0.39,7.4,21,14.1,16.3,2,6.1,16.3,24.1,99,102,0.4,4,4.4,0.079,-0.6,3.6,3,3.4,2004,1,17,3,ATL,Yes,2004,HSEra,2006,2007,1460640.00, bballref 
smithjo032007-08,3611,Josh Smith,smithjo03,22,ATL,NBA,2007-08,81,81,2873,19,0.087,0.414,6.6,20.4,13.5,16.6,2.3,5.9,15.5,25,102,103,1.2,4.6,5.8,0.097,-0.7,3.8,3.1,3.7,2004,1,17,4,ATL,Yes,2004,HSEra,2007,2008,2243543.00, bballref 
smithjo032008-09,3883,Josh Smith,smithjo03,23,ATL,NBA,2008-09,69,69,2421,17.2,0.102,0.423,6.5,17.6,12.1,12.1,2.1,3.5,13.8,22.6,103,104,1.3,3.6,4.9,0.097,-0.8,2.5,1.7,2.3,2004,1,17,5,ATL,Yes,2004,HSEra,2008,2009,10000000.00, bballref 
smithjr012004-05,2827,J.R. Smith,smithjr01,19,NOH,NBA,2004-05,76,56,1859,10.9,0.376,0.215,2.4,7.5,4.8,14.6,1.6,0.5,11.7,23.2,95,110,-0.7,0.9,0.2,0.006,-1.2,-2.3,-3.5,-0.7,2004,1,18,1,NOH,Yes,2004,HSEra,2004,2005,1206600.00, bballref 
smithjr012005-06,3077,J.R. Smith,smithjr01,20,NOK,NBA,2005-06,55,25,989,12.7,0.383,0.276,2.2,11.3,6.6,10.3,2,0.3,11.6,21.9,101,108,0.4,0.8,1.2,0.06,-0.5,-1.6,-2.1,0,2004,1,18,2,NOH,Yes,2004,HSEra,2005,2006,1297080.00, bballref 
smithjr012006-07,3349,J.R. Smith,smithjr01,21,DEN,NBA,2006-07,63,24,1471,15.6,0.593,0.196,2.3,8.5,5.5,10.2,1.6,0.4,10.8,22.8,112,109,2.5,1.1,3.7,0.12,3,-2.4,0.6,1,2004,1,18,3,NOH,No,2004,HSEra,2006,2007,1387560.00, bballref 
smithjr012007-08,3610,J.R. Smith,smithjr01,22,DEN,NBA,2007-08,74,0,1421,18.1,0.579,0.264,3.3,8.1,5.8,14.7,2.1,0.6,13,25.8,111,109,2.5,1.3,3.7,0.126,3.9,-2.7,1.2,1.2,2004,1,18,4,NOH,No,2004,HSEra,2007,2008,2134067.00, bballref 
smithjr012008-09,3881,J.R. Smith,smithjr01,23,DEN,NBA,2008-09,81,18,2245,16.8,0.477,0.286,2.3,12.8,7.7,17.3,1.8,0.5,12.3,24.2,111,109,3.6,2.2,5.8,0.124,3,-1.3,1.7,2.1,2004,1,18,5,NOH,No,2004,HSEra,2008,2009,4985001.00, bballref 
smithle011999-00,,Leon Smith,smithle01,,DAL,NBA,1999-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,1,29,,SAS,No,,HSEra,1999,2000,449920.00, bballref 
smithle012000-01,,Leon Smith,smithle01,,DAL,NBA,2000-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,1,29,,SAS,No,,HSEra,2000,2001,483680.00, bballref 
smithle012001-02,4134,Leon Smith,smithle01,21,ATL,NBA,2001-02,14,0,100,14,0,0.654,11.4,24.1,17.7,4.7,2.6,0.7,8.2,16.5,105,102,0.1,0.1,0.2,0.109,-3.3,-0.7,-4,-0.1,1999,1,29,1,SAS,No,2001,HSEra,2001,2002,517360.00, bballref 
smithle012003-04,4625,Leon Smith,smithle01,23,SEA,NBA,2003-04,1,0,4,21.7,0,0,29.7,29.2,29.5,0,0,0,0,23.1,120,107,0,0,0,0.201,-0.8,-12,-12.8,0,1999,1,29,2,SAS,No,2001,HSEra,2003,2004,6874.13, minimum contract divided by games played 
smithmi021995-96,5540,Michael Smith,smithmi02,23,SAC,NBA,1995-96,65,0,1384,14.2,0.004,0.744,11.9,20.6,16.3,12.3,1.7,2.5,18.6,12.3,111,106,1.4,1.7,3.1,0.108,-0.3,2.7,2.4,1.6,1994,2,35,2,SAC,Yes,1994,HSEra,1995,1996,1340000.00, bballref 
smithmi021996-97,5792,Michael Smith,smithmi02,24,SAC,NBA,1996-97,81,52,2526,13.3,0,0.688,11.7,23.9,17.7,11.2,1.7,1.8,21,11,109,105,2.2,3.2,5.4,0.102,-0.9,2.8,1.9,2.5,1994,2,35,3,SAC,Yes,1994,HSEra,1996,1997,1570000.00, bballref 
smithmi021997-98,6047,Michael Smith,smithmi02,25,TOT,NBA,1997-98,48,33,1053,14.3,0.005,0.531,12.9,20.2,16.5,12.5,2,1,17.6,12.3,111,107,1.3,0.8,2.1,0.096,-0.3,1.1,0.8,0.8,1994,2,35,4,SAC,?,1994,HSEra,1997,1998,1920000.00, bballref 
smithmi021998-99,6288,Michael Smith,smithmi02,26,VAN,NBA,1998-99,48,10,1098,14.3,0.007,0.889,14.2,23.5,18.8,7.2,2.3,1.2,23,10.9,109,104,1.3,0.9,2.3,0.099,-0.8,1.3,0.5,0.7,1994,2,35,5,SAC,No,1994,HSEra,1998,1999,2180000.00, bballref 
smithmi032000-01,4852,Mike Smith,smithmi03,24,WAS,NBA,2000-01,17,0,180,8.1,0.305,0.271,6.4,7.9,7.2,9,1.4,1.2,9.6,18.1,88,110,-0.1,0,-0.1,-0.033,-3,-2.5,-5.5,-0.2,2000,2,35,1,WAS,Yes,2000,HSEra,2000,2001,316969.00, bballref 
